,C3L-02610,C3N-01998,C3L-01637,C3L-02606,C3N-00436,C3L-00819,C3N-00518,C3L-00102,C3N-00517,C3L-00640,C3N-01011,C3L-03123,C3N-02768,C3L-02809,C3N-02589,C3N-03780,C3N-03440,C3N-02010,C3L-04072,C3N-03069,C3L-02899
MRPS5,10.03238729,9.890594623,9.862042084,9.938358767,10.18942869,10.05663772,9.939224902,10.09959383,10.05728143,9.972558012,10.00104894,9.700799763,9.936066057,9.808617692,10.09021515,10.04461002,9.906713125,10.01931101,9.958997471,10.04356559,9.874525249
MRPS6,8.329767162,8.817901389,8.046389661,8.243956785,8.523723002,8.402884157,8.704070414,8.623320854,8.854509136,8.878674937,8.116145564,8.709741842,8.555952363,9.127512989,8.716083573,8.96711805,8.07035946,7.916675129,8.597002463,8.968450264,8.422678874
MRPS7,10.12867035,10.1065634,9.859013493,9.996593554,10.27703407,10.1629703,9.990186671,9.934827023,9.872216419,9.890653776,10.1361882,9.600085564,9.870594521,9.807649707,10.16390253,9.943941062,9.579349335,9.825337146,9.693908332,10.02979014,9.709645928
MRPS9,9.288406183,9.310789585,9.047497153,9.140066412,9.119095251,9.241816354,9.319538115,9.159547083,9.409305488,9.481408263,9.30947686,9.487932235,9.336804692,9.348480019,9.537178254,9.552319449,9.029275918,9.543418965,9.526865777,9.70180504,9.174725687
MRRF,10.33684868,9.806424161,10.09869647,10.04620247,9.98527276,9.846414961,9.742658001,9.877382854,9.839077689,9.922573482,9.936614606,10.31945292,9.852513637,9.887945702,10.08500566,10.1350304,10.14509819,9.984390502,10.295756,10.59644373,9.834298522
MRS2,10.22890008,9.804417868,9.958492917,9.924229327,9.855527467,10.01309931,9.875872545,9.92627089,10.12768563,9.846178793,10.01653263,10.79445065,10.18580983,9.89468308,10.25848747,10.67060008,10.54015022,10.45921007,10.23862078,11.11951946,9.929637338
MRS2P2,7.295410306,7.224146804,7.614108795,7.414248861,7.073107579,6.999661829,7.00652952,6.975596363,7.381116212,6.551497692,7.531213506,8.415063367,7.645198285,7.497450709,7.58128874,7.075553638,7.59941845,7.378864691,7.385577353,8.499249641,7.777461608
MRTFA,10.28509399,10.17446672,10.39481617,10.4196426,10.19970649,10.05663772,10.05158784,10.30172762,9.843183241,10.29194175,10.52583253,9.723517966,10.19793789,9.859820704,9.544140876,9.508140815,10.06328648,10.16694485,10.03271612,9.653787271,10.70849148
MRTFA-AS1,7.647739819,7.557323801,7.950000102,8.323719623,7.365284847,7.516409186,7.292314096,7.752868154,7.431409327,7.231086702,7.693887923,7.806878521,8.388617255,7.721877762,7.599333209,8.0695059,7.783983458,8.011925526,7.791670692,7.514101417,8.657390139
MRTFB,12.14483564,11.35316331,11.96682699,11.79477614,11.56624355,11.57222651,11.87027883,11.56030377,11.5235354,11.74042191,11.87863753,12.52888965,11.87571469,12.53903174,11.83680383,11.3078298,12.22064833,11.77459186,11.68064689,12.52756755,11.95776579
MRTO4,9.48858829,9.746090933,9.337214421,9.712332711,9.861557199,9.702293915,9.480885631,9.781858695,9.808126381,9.812931653,9.530594454,10.08886365,9.542374763,9.513578821,9.717150363,9.847832903,9.723613968,9.712029608,9.830649077,10.25454903,9.332530252
MRVI1,9.886015366,10.8816694,10.76658967,10.59870088,10.67681038,11.27029533,11.07393877,10.38483269,10.45077943,11.04382557,10.96432819,8.709176164,11.52963697,12.53379382,10.87465429,10.74528927,10.70574422,10.12465606,10.05604139,8.507456794,11.45272123
MRVI1-AS1,2.710437291,3.168087115,2.64147471,2.039718467,3.066879921,3.321928095,2.792264999,2.329034368,2.958831336,3.665077206,3.066353246,0,2.989326378,4.16513329,3.802428579,2.98886026,3.348175816,2.383240036,3.149011031,2.215633528,2.022802512
MS4A1,5.334409686,11.85071739,9.03886933,6.669021492,8.234861319,5.672425342,7.693134479,7.05494883,5.777592579,11.38451209,7.244221562,3.849564012,9.076117473,9.838094556,6.181815535,6.182820777,3.348175816,4.28003444,4.967011885,5.682305714,7.459124143
MS4A10,6.159187651,5.970836027,7.051856277,6.634445194,6.424578895,6.545968369,6.375614675,6.508018543,6.681817416,5.371082828,6.320454191,7.296844339,6.149569589,5.982165358,6.727212656,7.878644978,6.95000831,6.648724387,6.660498357,7.346693331,6.291053814
MS4A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS4A13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS4A14,6.490280344,7.580564825,7.825634589,7.895206586,8.113571844,7.761551232,7.180364485,8.688287516,7.862150955,7.169232372,7.538158699,4.117751451,8.150806003,5.836763071,8.390009525,7.274660308,6.840639056,7.959660083,8.193510797,5.144541737,7.93493849
MS4A15,2.710437291,0.999420211,0,1.019859233,1.620296556,0,1.576443107,1.589813287,1.563212238,1.9808874,1.022117749,2.225547105,0,2.038004235,0.998706098,0,0,1.026405616,0,1.107816764,1.011401256
MS4A18,1.048540275,0,0,0,0,1.584962501,0,1.589813287,0.986277112,0,1.620018303,0,0.996442126,0,0.998706098,0,0,1.026405616,0,1.755848029,0
MS4A2,8.805479475,9.786543492,7.34720977,8.022445259,8.142836914,8.066573596,9.607273673,6.829867576,7.807250653,9.62928457,8.300475068,7.047666428,8.461759944,10.21948503,7.553600687,8.36569595,7.477464007,7.669553259,7.630560496,6.851928263,9.432285128
MS4A3,2.434635123,2.998260634,0,3.0595777,2.373691551,1,4.29869713,2.329034368,1.972554224,3.770970696,3.535946457,1.112773552,2.313666967,2.634082262,0,1.064653506,0,0,1.574505516,0,1.603033064
MS4A4A,10.21785075,11.00414433,10.07508302,10.22846118,11.29618621,10.22881869,11.24358886,9.858215548,9.369480567,10.37963234,10.3361039,8.300658222,11.43540889,10.55548751,10.36378344,9.466668692,9.072756267,10.68643335,9.88562989,8.091250754,11.33602231
MS4A4E,11.2671049,10.98120621,11.23665365,11.29092283,10.88281964,10.91629749,10.87671676,10.95678819,10.91130071,10.63080837,11.10468315,10.70353429,10.41167365,10.33517979,10.01734403,10.61418743,10.76109477,10.71832348,10.34506983,10.94957918,10.15270935
MS4A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS4A6A,11.15767287,12.21117649,11.86533517,11.52942875,12.21025072,11.7652861,11.88196289,11.19149406,11.23067854,11.89054766,11.57119117,9.832523144,12.35702446,11.37257491,11.74467204,11.22261547,10.59793072,12.087397,11.43972359,9.485395696,12.72583214
MS4A6E,0,0.999420211,1.021861907,1.019859233,0,2.321928095,0.994624861,2.006121011,0.986277112,1.569816124,2.044235497,0,1.992884252,0,1.997412197,0,1.116058605,0,1.574505516,0,1.603033064
MS4A7,11.4332698,12.06567902,11.86973857,11.70391165,12.16518494,11.55041974,11.79768289,11.60260656,10.77346452,11.26193937,11.4429006,10.04653777,12.57487793,11.70457639,12.14641549,10.92588792,10.52554433,12.09732982,11.87613224,10.0578145,12.96479071
MS4A8,6.720504533,6.455686513,5.934314774,6.251005879,5.82752137,7.129283017,6.869765097,6.853802111,6.823916453,7.626852006,7.286966706,5.881455803,4.790250958,4.475780754,6.798546874,7.133646636,5.245966197,4.643009396,4.060495302,4.431267057,5.145466307
MSANTD1,5.289250396,4.389770807,5.109309534,4.479545479,5.243631697,4.95419631,5.493872042,5.185747585,5.508320686,5.197776744,4.91368279,4.72698139,3.793808832,3.230160288,4.517708912,4.816026095,4.561848079,4.436051268,4.43000997,5.011277768,3.498873484
MSANTD2,9.852718559,9.325506918,9.78873805,9.77147588,9.257154626,9.434628228,9.37559727,9.516877619,9.813286354,9.175908807,9.530410428,10.26690747,9.98670949,9.512782538,9.735579647,9.711272637,10.00311722,10.10707496,9.596262881,9.900157324,9.583768692
MSANTD3,8.868162666,9.086190707,8.808149669,9.216549648,9.180073716,9.396347899,9.076542941,9.040459861,8.719270704,8.840729267,8.538620969,9.005641318,9.093178037,9.069571485,9.216445194,9.022769822,8.817089156,9.217676154,9.454758075,8.99986592,9.423642819
MSANTD3-TMEFF1,6.110969263,6.292439861,6.454783686,6.718031991,6.541480245,7.249066034,6.313722255,7.178947881,6.625625688,6.545507067,5.288770968,4.636610748,7.63096453,7.202990523,7.144043018,7.237706334,6.484508093,6.869803327,6.996723051,5.406362641,7.888858138
MSANTD4,9.691840189,10.12855049,9.87300299,9.880651533,9.711628867,10.16741815,10.32681598,9.86615364,9.833287245,10.23662226,9.936108016,10.13281416,10.36706074,10.45229993,10.30293328,10.12672081,10.31857866,10.31522099,10.26720135,10.37616877,10.45548377
MSC,8.310729608,9.457833285,8.170281056,8.250937824,9.07044468,8.872428639,8.780526154,8.909061745,8.809842851,8.920897866,7.61660485,6.212120675,8.283758757,9.389113672,7.933642674,7.723488155,7.481640346,8.085257183,9.072298009,7.694149436,7.976898286
MSC-AS1,8.562972122,9.140807591,8.305951243,8.486827324,8.947329147,8.885208276,8.638206365,8.494583161,8.716039106,8.913742103,8.167175023,8.481128654,9.130194051,10.122091,8.724117858,8.648327878,8.938750854,8.603484246,8.826920392,9.257856397,9.856464282
MSGN1,0,0,0,1.019859233,2.044586614,1,0,0,0,0,1.022117749,0,0,0,0,0,1.768911038,0,0,0,0
MSH2,9.879414379,10.03857049,9.889293047,9.885992177,9.649213736,9.592457037,9.78944634,9.61429733,10.11778888,10.07025525,10.03083994,10.17876772,10.22324039,10.0035271,10.39380178,10.10979534,10.47276393,9.864809827,9.964488576,10.31193402,10.32215211
MSH3,10.65650797,10.52517806,10.5171433,10.30689781,10.39559608,10.62406433,10.45573203,10.38528622,10.42550858,10.62420435,10.54310067,11.00127103,10.68455505,10.66136406,10.83241207,11.09644744,10.67023291,10.68342958,10.60723707,11.20392788,10.5226213
MSH4,3.758977566,3.997680845,4.416413684,3.656157108,3.66488317,4,2.309447408,4.099972543,3.853276774,4.280626453,4.623612962,3.527408705,4.443565522,5.836763071,4.082174066,2.98886026,4.561848079,3.550780041,3.78223543,3.511696058,4.371203503
MSH5,7.953453783,8.0768245,7.696828489,7.855414514,7.637828052,7.767919586,6.84880614,7.991783467,7.789225547,7.794175788,8.427585622,7.719169325,7.318784952,7.170883539,7.557252401,6.907986039,6.982980001,7.238237613,7.561836073,6.840022421,7.663133316
MSH5-SAPCD1,6.819689909,6.046993685,7.76187596,6.756694232,6.147750508,5.768449015,7.331415707,6.594069693,6.649220528,7.235971863,6.968152257,6.736225685,6.929454155,7.336181311,6.311224483,6.557484015,6.99681716,6.626458962,6.158769244,6.687583057,7.131436538
MSH6,11.66476681,11.15906149,11.51070479,11.40383489,11.1781926,11.03548645,11.11237416,11.20096677,11.30318534,11.25824338,11.49245589,12.15436305,11.28948635,11.20974094,11.64846661,11.4224235,11.59843529,11.40520134,11.543554,12.54137263,11.23847607
MSI1,6.951147412,5.389191018,6.304811327,6.700327904,5.798882461,6.22881869,7.536699093,6.495552448,6.252848952,6.955259959,5.935800538,7.223962432,5.680158271,5.226750255,6.366790757,6.182820777,6.298874269,6.06286568,6.315607273,7.360175265,5.101906547
MSI2,11.30812398,10.86713981,11.18697316,11.07202582,10.55778794,11.24257869,10.94087347,11.05888206,10.9122381,10.86027733,11.02149385,11.5962275,11.2906029,10.60069128,11.33127904,11.04697827,11.45178755,11.36999113,11.23203447,11.25527579,11.24898773
MSL1,10.59919501,10.82185845,10.71198213,10.88797335,10.61960054,10.56795608,10.77466172,10.91518276,10.5848911,10.67100414,10.74323861,11.27303099,10.98729246,11.23252275,10.98153971,11.07787034,11.30774615,11.18793624,11.07239549,11.25527579,11.1744535
MSL2,10.72406723,10.7751088,10.8533344,10.5799714,10.42580211,10.55074679,10.71768988,10.72096176,10.63098086,10.82993537,10.77027795,11.15108145,10.95945883,10.8707131,10.80378597,10.41898627,10.92569327,10.86253559,10.82669652,10.98332206,11.10532696
MSL3,9.681822113,10.18515055,9.813579929,9.636801493,9.925531398,9.73809226,9.781609399,9.845423329,9.888930585,10.2844745,9.636894273,9.304949879,10.15602992,10.01003202,9.988467356,9.666505305,9.63897923,9.814739325,10.00501465,9.433835039,10.32831665
MSL3P1,5.91781052,6.38861123,5.907751261,5.231146645,5.962924421,6.06608919,5.641935266,7.087714994,7.031448665,5.777149167,5.935800538,4.962337564,6.561534033,5.596209933,5.850401344,6.568832283,6.266345239,6.111420531,6.416814724,5.682305714,6.240269895
MSLN,6.872750396,7.595506499,6.875005625,7.607570212,7.023527869,8.499845887,10.22320136,9.625558946,6.81210811,8.919564099,8.835038828,8.561108813,4.155088933,3.653084379,5.080880165,9.163824393,9.194542505,5.499021465,4.825929868,0,8.102565307
MSMB,2.710437291,0.999420211,2.868729054,1.019859233,9.566162783,4.087462841,3.68054934,0,1.563212238,7.371816495,4.860054908,5.661194099,0,0,0.998706098,2.129307011,2.232117211,1.026405616,0.993402377,0,0
MSMO1,9.957854607,10.40044784,9.654965594,9.953253804,9.217196242,10.83232042,10.65499698,10.30634864,9.771606273,10.33126259,10.52273718,9.694112606,10.37573416,10.41499375,10.19991374,10.99385402,10.20429524,10.00898805,10.713165,9.600155419,10.60830849
MSMP,6.010515122,5.804502741,6.412381026,5.990964363,5.937609958,5.663629259,6.135763963,5.832088736,6.043951404,6.12949781,5.620512133,5.55380257,5.092430885,5.427093249,5.987501099,5.975524707,5.803577138,5.678081198,5.787601943,5.822550149,5.265294084
MSN,13.15718761,14.01510404,13.53846146,13.70089799,13.99965041,13.91671921,13.75380833,13.88569983,13.22785804,13.86236924,13.44415529,12.14024048,13.99714601,14.22222409,13.44316721,13.35989088,13.04818416,13.51511193,13.80050805,12.09113882,14.05696735
MSR1,11.09184981,11.82721469,12.43502267,12.06828541,12.0755098,12.31174832,11.89463432,12.07988503,11.59192867,11.25336563,11.28936929,9.957506393,12.87753296,11.8022272,12.54598812,11.96373498,11.34883402,12.34763631,12.91300574,10.20238683,12.78161427
MSRA,8.376457637,8.034258115,8.442719993,8.352468196,8.441472324,8.174925683,7.746041499,8.209925198,8.115895534,8.020644859,8.12416722,8.406546674,8.079675347,7.962259579,8.3066507,7.906398805,8.439905734,8.256811301,8.498148899,8.82462937,8.085499106
MSRB1,9.929300833,8.572455732,9.771291277,9.407183276,10.2113655,8.826548487,8.140880499,9.41242317,10.49512131,8.690932562,9.495493148,11.10085978,8.021208202,7.346448245,9.436922377,9.593834688,10.45336451,9.349040655,9.847487829,11.22992869,7.459124143
MSRB2,9.740958915,9.408170014,9.478918173,9.728599192,9.60827277,9.394462695,9.262824913,9.249809838,9.760526144,9.039486947,9.380403396,10.56005183,9.284262432,9.384452479,9.441039032,10.13929362,10.31592387,9.544759334,9.370309545,10.37616877,9.026566574
MSRB3,10.54079308,11.47477434,10.8660839,11.19115093,11.37424753,11.50895348,11.51916543,10.82598482,10.54192155,11.323408,11.23940198,9.955002108,11.75755535,13.1020841,10.90429614,10.92372297,10.67106425,11.0419416,10.52853732,9.394087501,12.17745675
MSS51,7.540373989,8.041694902,7.653344251,7.565079333,7.879393341,7.714726336,7.917215814,7.346686541,7.648204526,7.666485283,7.475091101,7.685136132,7.854353922,7.831703688,7.509278292,7.578100158,7.321630607,8.065028966,7.660001847,7.28071773,7.447386329
MST1,9.082932693,7.559840068,8.876117705,8.706364904,8.487311755,8.26171885,7.589941259,8.611010696,8.487935352,7.326683618,8.119802625,7.656508635,7.579158147,7.152184479,7.571466491,8.182564732,8.02194796,8.192208303,8.229267579,8.797420757,7.202413551
MST1L,10.59945533,8.643343362,11.32995754,10.78403715,9.593317528,9.639503511,7.171864544,10.81016495,11.29131553,7.319035108,9.427917185,10.49251501,9.923886971,6.487830304,10.17086753,10.87861028,11.68977889,10.8178299,10.14797806,11.34355925,8.251474885
MST1P2,9.882454411,8.098484748,10.53919964,10.32666765,9.471025624,9.212447747,7.710211325,10.61002838,10.50546356,7.613462148,9.541160374,8.67630983,8.157531915,5.941920768,9.029385876,9.439658196,10.07727534,9.830094132,9.161610532,9.729480914,7.225806927
MST1R,8.643299914,8.815065123,8.531247271,8.464023927,9.561659398,8.50779464,9.723883344,10.53895957,9.895735462,9.250595594,9.516542574,8.254390095,6.941000901,6.565373064,7.120058426,9.155927356,9.800512076,7.792940542,7.842730732,7.742182055,7.941268841
MSTN,3.880060079,4.804567672,4.745379741,3.984478448,4.089173228,4.857980995,4.225094312,4.099972543,4.18963368,3.426372252,4.262154354,4.347484527,4.790250958,4.672086496,4.316335945,3.683096,4.129907591,5.732436876,5.423412347,3.832416341,5.418634826
MSTO1,9.54791181,9.432695931,9.602426139,9.315855204,9.783568005,9.333088247,9.573079016,9.29585218,9.421863062,9.283230492,9.245329183,9.442448139,9.228860494,9.266911317,8.797116415,9.029403949,9.407104662,8.914578464,8.936023381,9.753935914,8.889943203
MSTO2P,6.817521607,7.158842449,7.05813408,6.630227906,7.499377005,6.336283388,6.998462525,6.835663496,6.656117507,6.775343066,7.069209376,6.510002761,6.509541656,6.748183294,6.538577514,6.188843124,6.949148427,6.342684846,6.259830445,6.698017224,6.433768136
MSX1,7.409079101,7.479476746,6.10795466,6.653114895,6.919069535,7.011227255,7.882215533,6.928029171,5.649316844,7.825363754,6.618962075,5.839754942,6.605770204,8.202812716,5.875031488,5.913712494,5.856994662,5.569548618,5.794406805,4.328118897,7.536164276
MSX2,4.454123082,5.166927538,4.261087513,4.547992512,5.285179726,5.285402219,6.136760796,4.769439861,6.217274672,5.777149167,4.91368279,4.236723862,4.790250958,5.72140122,4.900541562,6.262976545,4.740936057,3.550780041,4.293413643,3.323450292,5.101906547
MSX2P1,1.048540275,3.457425879,0,1.616438641,3.536553789,2.584962501,1.989249722,2.329034368,0,3.770970696,1.620018303,0,2.989326378,2.366049645,0.998706098,0,0,1.026405616,0.993402377,1.755848029,1.011401256
MT1A,6.720504533,5.724599471,5.109309534,6.981436235,5.709469784,6.845490051,6.233101691,8.138574317,3.853276774,7.071323658,8.724056451,4.117751451,4.84069691,7.617788195,5.89924766,2.472048886,3.707466437,5.63686886,4.613217777,4.328118897,6.613713434
MT1B,2.434635123,0.999420211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1DP,2.09708055,0,3.06558572,3.232877282,2.044586614,2.584962501,0,2.592873792,1.563212238,3.139632247,3.066353246,0,2.313666967,2.038004235,2.803722481,1.687435883,1.768911038,3.550780041,2.567907893,2.572270869,1.603033064
MT1E,13.02783314,10.14001147,11.57804847,10.75437934,11.29896634,10.23361968,9.824116068,10.96270746,10.86454729,10.04478134,10.96343184,10.83817027,11.13578835,10.02777354,10.50110905,10.36248741,12.03810904,11.4878322,10.60816425,11.75915351,10.33932318
MT1F,10.68573603,7.632196992,9.723731182,9.387366871,9.501828582,8.169925001,7.237014224,8.622498441,9.06127507,7.700488862,9.08844994,9.980095209,8.246678996,5.596209933,8.53968296,9.56680812,9.577122755,10.02442012,8.74283488,10.5416518,6.516401143
MT1G,13.47547619,7.527560316,11.56790865,10.73015094,11.33608203,8.422064766,6.002306361,9.634858563,10.33469142,6.178788672,11.03250796,12.55623079,9.823449621,4.123027043,9.070025416,11.66686087,12.49528188,11.5075143,10.08105348,13.40667336,6.157296659
MT1H,10.00422407,4.860623165,8.656882189,8.112160551,9.016809919,5.087462841,3.68054934,6.359253148,7.737889134,1.569816124,6.790803331,9.27042397,8.3836933,2.038004235,4.851695246,8.529181182,9.454886026,8.724289553,5.517941768,10.60584685,2.348400991
MT1HL1,1.048540275,0,0,0,1.022293307,1.584962501,0,0,0,0,0,0,0.996442126,0,0,0,1.116058605,1.026405616,0,1.755848029,0
MT1IP,0,0.999420211,0,0,0,0,0,0,0,0,0,0,0,1.019002117,0,0,0,0,0,0,0
MT1JP,1.048540275,0.999420211,1.619612803,1.616438641,0,3,1.576443107,2.260887612,0,0.9904437,3.240036606,1.112773552,0.996442126,3.525168144,1.997412197,2.939812047,1.116058605,2.383240036,1.997513471,0,2.022802512
MT1L,7.054495562,6.69544533,6.789398372,6.916032319,7.494347258,6.087462841,5.826493532,5.948888391,6.776569852,5.699892071,6.730607046,7.014680497,6.29943547,6.496178679,6.014575462,6.926350566,5.89881863,6.248206047,5.93670619,8.326018275,5.521675995
MT1M,9.790872635,7.595506499,8.784118856,8.915065819,8.791633339,8.164906927,7.858398549,8.155350941,7.792444098,8.476633877,9.963852367,8.537672004,7.652157476,9.185305945,7.612189634,8.019971286,8.278758133,9.340970934,7.628604036,9.209151096,8.147122771
MT1X,12.42839851,10.05746611,11.92383964,11.49553775,11.33793617,10.43462823,10.2034131,10.66372295,10.42369225,10.83781386,12.73887614,12.14681878,11.6036188,10.4028088,11.10139575,11.26862729,12.44599496,11.76291339,11.16211492,11.46605035,10.77067107
MT2A,12.8640604,11.19072467,11.71361674,12.44756789,11.95728731,11.53915881,11.14738193,11.67903998,10.53898721,11.6945203,12.5351049,10.70512619,11.97266572,11.45134961,10.9047353,10.6162388,11.4491609,12.21550371,11.29945151,12.54449359,12.15908711
MT3,3.62735338,2.583463769,2.372689871,2.636297874,2.044586614,2,3.152886213,2.006121011,1.563212238,2.299739053,3.066353246,0,0.996442126,2.038004235,0.998706098,0,2.232117211,1.026405616,0.993402377,1.755848029,2.022802512
MT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTA1,9.971382096,9.883009868,10.06712706,10.08822694,10.02763842,9.63481105,9.85363968,9.7091042,9.968516869,9.576486219,9.879111387,10.00867863,9.505219685,9.852614272,9.645714707,9.907731202,10.18593707,9.725946009,9.685543464,10.29418968,9.673192805
MTA2,10.90125883,11.61119061,11.03123223,11.07994055,11.54229959,11.24614677,11.53802391,11.38512466,11.04416442,11.48075028,10.97732038,10.84939684,11.13454479,11.40873476,10.91954353,10.97117098,10.87392796,10.99892357,11.20979655,10.71918741,11.0988113
MTA3,10.17855701,10.19743222,10.42265663,10.24804212,10.30465321,10.27262978,10.40825674,10.12343403,10.32997626,10.22885945,10.28321587,10.66170661,10.17434306,10.40520428,10.28015291,10.33681012,10.43866,10.30962253,10.27935166,10.37616877,10.22641531
MTAP,10.5925348,10.40027786,10.49292434,10.46040636,10.5581896,10.68375785,10.39313697,10.62620559,10.76578,10.50053984,10.4967465,11.14519918,10.86651955,10.73407045,10.89241039,11.05694298,11.16681639,11.06353879,10.85590866,11.03688705,10.86089584
MTBP,7.409079101,7.487509405,7.295635559,7.260317785,7.01086807,7.238404739,7.17070155,7.28902658,7.64846805,7.854948832,7.358912888,7.376972717,7.854597598,7.88168548,7.612189634,7.47638851,7.446817722,7.838274397,7.742991249,7.453303067,7.941268841
MTCH1,12.60156692,12.43132026,12.26198292,12.46829795,12.59085218,12.38370429,12.4700705,12.28451954,12.3699512,12.17428267,12.36527692,12.59685972,12.11503642,12.47763853,12.17836322,12.20685547,12.21575678,12.41748807,12.17035779,12.56000761,12.03922022
MTCH2,10.49277112,10.61039349,10.58061302,10.58771244,10.93810131,10.98085361,10.82566659,10.7581913,10.62367353,10.82408218,10.48184671,10.61923342,10.8522753,10.70948298,10.96021478,10.95161978,10.69318136,11.02769461,10.79250834,10.70938823,10.78603538
MTCL1,10.14932472,8.684959609,9.615098164,9.152639583,9.57512851,8.761551232,8.600977134,9.366199744,9.974631329,7.680779471,9.432939382,8.831680794,9.691392841,7.781736658,9.23714601,8.830897059,9.371103023,9.370347358,9.030139285,8.705203079,8.346756182
MTCP1,6.038706841,5.69990481,6.645361826,6.21784499,6.19182637,6.22554487,5.82004658,6.125540846,6.2631757,5.610914682,6.446375975,7.060357347,6.75147071,6.165695827,6.616114119,6.461718018,6.630622824,6.784986905,7.030974474,6.896976542,6.738739176
MTDH,12.26142084,12.45853529,12.52081601,12.4167931,12.33764929,12.55898027,12.45390946,12.5377669,12.30933598,12.47107822,12.12293583,12.79877414,12.80438572,12.90024458,12.68571786,12.96029583,12.97252987,12.83036447,12.60271281,12.64851452,13.08782158
MTERF1,8.725876771,8.705756007,8.76880199,8.430958584,8.543869476,8.710806434,8.730893743,8.737465903,8.80818183,8.779477323,8.449629247,8.751058354,9.20791376,8.778407572,9.197537239,8.925740166,9.078496495,8.944350538,8.880599241,8.677406869,8.746050312
MTERF2,9.522999051,8.889660649,8.753324313,8.793279159,8.1609609,8.854868383,8.917591946,8.804942481,8.996359735,8.81879368,8.801481279,9.250356298,9.191183837,9.232868339,9.345444253,9.447143382,9.0260825,9.67946946,9.226435554,10.01650158,9.307039592
MTERF3,8.623196975,8.502861917,8.327916132,8.164610115,8.305234842,8.569855608,8.674222067,8.545710645,8.343343787,8.791690288,8.510591361,8.673419833,8.896014052,8.525300051,8.821461123,8.864762343,8.69175567,8.703694085,8.535767245,8.779240144,8.735092987
MTERF4,10.70172313,10.6701021,10.67181794,10.67851518,10.43066425,10.54563058,10.70986769,10.45357124,10.60361386,10.44993974,10.76983133,10.9178204,10.75028467,10.80612829,10.69180624,10.59347505,10.57820784,10.47530858,10.24167288,10.71121543,10.56454069
MTF1,10.00641542,9.881335854,10.29458653,10.10453783,10.01658086,9.985984208,9.98913982,10.1302833,10.13671189,10.03818878,10.2291195,10.51577294,9.758127045,9.914279017,9.918109362,9.986595039,10.3118269,9.776626058,10.08878814,10.36049722,10.15491405
MTF2,9.914291402,10.12341017,9.84729961,10.05057851,9.789009682,10.12928302,9.867029578,9.984661181,10.07534639,10.43652158,9.827365579,10.39313807,10.56127312,10.48084664,10.4601538,10.23633454,10.32915428,10.51242902,10.64440979,10.32198589,10.58075345
MTFMT,9.570528836,9.514038298,9.648218802,9.545806159,9.660602981,9.497752062,9.645052422,9.450289164,9.592225485,9.432163598,9.824635789,9.864383019,9.51167805,9.748546744,9.487255476,10.14167087,9.833652108,9.831624765,9.583075274,9.706340632,9.634024713
MTFP1,7.742111328,7.736978572,7.4911847,7.727910755,8.137456698,7.832890014,6.995617374,8.030125806,7.774470422,7.71993009,7.446538913,7.376972717,7.542923015,6.245752372,7.416655899,7.685913074,7.014877235,7.039070207,7.635787894,7.611105212,7.26176907
MTFR1,9.140834832,8.951908815,9.025993833,9.201545121,9.234807873,9.294620749,9.235491889,9.149450019,9.329620899,9.013693679,9.025016323,9.967226259,9.229141478,9.339059564,9.546053057,9.997276298,9.767236058,9.662200573,9.540265239,10.39303055,9.423642819
MTFR1L,10.80741965,10.37646389,10.38488215,10.48187247,10.40949513,10.50402444,10.36716337,10.35347319,10.47209117,10.26242238,10.4693162,10.60583526,10.15471462,10.42133685,10.15699123,10.26778763,10.29121122,10.34060861,10.34390318,10.37890281,10.11627646
MTFR2,4.285869411,4.997101057,4.488341857,4.479545479,3.993988107,3.807354922,4.560317689,4.182687079,4.88621043,4.859998877,4.262154354,2.876477905,3.793808832,4.16513329,4.748735146,4.053513765,3.860928428,4.436051268,4.825929868,3.832416341,4.637236831
MTG1,10.08096665,9.947363544,10.17943298,9.893878599,9.894188161,9.649830985,9.759642971,9.938822714,9.936225096,9.494537394,10.07124258,10.02300014,9.366091926,8.692184009,9.153876551,8.893488855,9.783886083,9.291244113,9.746467473,10.29174074,9.173423122
MTG2,9.860754563,9.411422154,9.813598878,9.653774201,9.704850154,9.564416278,9.523015837,9.523914641,9.734854002,9.429403323,9.488148981,9.809596657,9.461193626,9.08289347,9.328031951,9.538341044,9.523565701,9.45538357,9.355549441,9.544824138,9.062830952
MTHFD1,10.89377774,10.62036926,11.02685364,10.82671983,10.96962703,10.80856203,10.47001512,10.72413315,10.87154684,10.70276829,11.01352187,11.21735581,10.74118656,10.87695254,10.93222373,11.00967252,11.38430812,10.85059492,11.15157872,11.94021644,10.59739181
MTHFD1L,9.762552485,10.01239174,10.34809354,10.34091507,10.67681038,10.39981196,10.09139635,10.39035391,9.745516541,9.99892238,9.851616416,9.582120654,10.30084194,10.17414355,9.954329649,9.888195545,10.34227686,10.23041701,10.30118265,10.38823103,10.72076516
