Protein.Group	Genes	CGGA_P137	CGGA_P173	CGGA_P271	CGGA_P647	CGGA_P660	CGGA_P736	CGGA_P778	CGGA_P802	CGGA_P83	CGGA_P153	CGGA_P295	CGGA_P679	CGGA_P698	CGGA_P714	CGGA_P737	CGGA_P151	CGGA_P179	CGGA_P541	CGGA_P658	CGGA_P687	CGGA_P699	CGGA_P704	CGGA_P711	CGGA_P721	CGGA_P84	CGGA_P882	CGGA_2103	CGGA_P1088	CGGA_P109	CGGA_P401	CGGA_P411	CGGA_P568	CGGA_P633	CGGA_P653	CGGA_P87
A8MXV4	NUDT19	31.537	29.981	39.2628	23.533	35.2081	32.0046	20.7984	29.951	42.8838	19.4024	33.6144	NA	22.1051	NA	31.8578	21.4264	23.4379	25.054	23.9169	NA	26.6615	27.9173	23.4148	20.5019	27.6773	41.3425	38.9773	NA	23.6891	103.65	44.3106	NA	27.6556	32.0841	38.9589
A8TX70	COL6A5	NA	36.4813	27.2263	55.3703	66.6731	51.547	27.1775	66.313	34.0679	37.5815	48.3748	63.695	40.9998	72.0547	60.3317	7.41072	NA	28.2193	37.9383	40.5024	36.1908	26.9986	29.8827	49.7764	33.0147	62.4574	47.8391	51.8379	35.4619	50.3802	21.4396	15.795	58.9587	29.8365	23.7511
A9UHW6	MIF4GD	41.7559	33.1586	28.9954	14.2196	21.5397	34.3351	14.8022	24.6534	NA	32.7817	23.17	32.3475	10.4074	21.0656	20.2307	13.5881	NA	NA	7.22963	18.8121	10.2593	NA	21.101	28.2678	23.991	13.2968	NA	31.3733	28.8788	15.8356	30.7637	17.4041	29.682	32.6813	30.7392
B0I1T2	MYO1G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.8279	NA	20.0121	18.5178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.562	NA	NA	NA	NA	44.317	NA	NA	NA	38.5272	NA
B3KNS4	ERVK3-1	9.4719	9.76525	13.1182	20.1056	13.5437	10.856	16.7017	10.2599	NA	14.9908	NA	NA	18.0765	21.1895	18.6553	20.6991	13.0489	30.8856	20.8878	16.3849	15.6341	25.2847	29.7483	17.0891	22.0803	46.2798	NA	19.8012	NA	NA	NA	39.387	NA	13.7071	16.1614
B4DS77	SHISA9	NA	NA	NA	12.2189	NA	NA	NA	NA	NA	NA	NA	NA	20.7258	NA	NA	18.6464	19.1635	35.9473	NA	NA	NA	20.4421	NA	NA	13.3488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B5ME19;Q99613	EIF3C;EIF3CL	134.531	172.102	158.565	135.26	164.634	172.433	133.489	164.552	154.23	108.151	100.263	106.098	146.459	146.698	134.91	98.2116	91.3746	101.29	106.341	128.217	128.825	131.233	109.174	106.03	110.117	147.589	172.376	135.254	174.353	169.089	168.725	202.304	145.696	152.251	180.572
B7ZAQ6;P0CG08	GPR89A;GPR89B	41.5184	52.1862	36.5188	25.6669	47.646	39.4765	50.4521	41.5849	42.8817	44.19	34.6308	37.0326	38.6565	25.187	43.9957	29.3257	33.6156	44.043	43.4451	28.991	28.4333	35.1393	29.8598	30.3865	32.5582	35.2822	40.3922	75.5132	35.9121	23.0962	44.2486	41.8686	47.8191	46.2227	50.3174
B7ZBB8	PPP1R3G	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3769	NA	NA	NA	NA	NA	18.9424	23.9363	24.4047	14.5615	NA	NA	NA	NA	NA	NA	16.7409	NA	NA	NA	NA	NA	NA	25.7346	NA	NA
B9A064	IGLL5	86.3909	85.5089	33.4935	NA	128.399	46.2924	77.2145	NA	233.973	279.842	174.351	398.298	161.666	286.851	239.488	NA	NA	335.949	126.238	74.7384	116.091	106.306	240.659	73.0497	97.9527	122.527	74.313	117.961	235.376	157.353	179.003	229.382	498.233	143.723	205.182
C4AMC7;Q6VEQ5	WASH2P;WASH3P	839.741	701.005	816.439	766.678	778.71	695.447	685.291	683.176	780.277	887.758	651.802	606.446	862.532	769.118	856.164	538.333	594.498	595.35	703.3	815.611	673.465	554.822	642.807	560.045	711.074	640.017	699.512	751.674	671.32	874.743	774.084	865.317	873.596	945.134	786.652
C9JLW8	MCRIP1	75.8378	56.5394	68.2178	64.4161	78.1	70.107	72.3856	60.2973	67.5418	62.5727	55.0406	23.8202	68.5472	70.2161	61.2808	69.2224	65.1391	57.368	77.6828	71.412	65.7289	66.301	59.2247	57.5858	73.3932	75.8955	42.1575	60.9812	42.5404	57.9317	78.5561	93.9572	71.979	71.8547	82.5624
E9PAV3	NACA	186.106	163.758	198.031	152.696	205.903	192.115	178.937	148.635	165.2	151.386	209.345	151.073	288.395	205.529	149.581	107.501	95.7415	122.415	175.542	161.722	120.617	137.781	150.083	139.733	147.638	175.865	230.238	198.61	198.208	192.293	253.813	227.78	201.319	257.089	298.022
E9PRG8	C11orf98	NA	NA	NA	NA	71.0209	79.6592	22.945	57.2922	NA	54.0509	30.6802	NA	20.1983	40.7768	NA	NA	NA	NA	33.5155	42.9334	NA	NA	NA	NA	52.7108	NA	47.3136	NA	52.1545	38.2763	33.6935	81.6002	NA	38.7951	56.4243
G9CGD6;Q8WWN9	CNK3/IPCEF1;IPCEF1	15.717	NA	23.4574	23.5841	NA	NA	32.0188	NA	NA	28.5965	NA	NA	NA	NA	31.9342	44.4365	53.6701	44.6837	30.5565	32.6978	51.1147	36.6433	46.0845	37.9214	36.7085	NA	NA	NA	NA	15.1585	18.4119	NA	18.5279	NA	35.0437
H3BS89	TMEM178B	49.9028	27.1271	14.2045	23.3709	34.0865	39.4244	50.4329	47.9246	27.3868	NA	NA	28.3807	47.9689	30.6428	40.718	58.6562	55.6491	35.5576	39.9153	53.7202	57.5855	41.1588	30.0774	72.4846	45.9246	40.3168	NA	57.5832	NA	25.5186	NA	28.0934	16.1614	14.4591	32.1819
I3L3R5	CCER2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.81768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.90143	NA	NA
O00115	DNASE2	27.3908	27.049	27.5712	35.0299	35.4604	22.8204	49.5168	25.3607	NA	22.4984	26.026	71.9191	NA	33.5601	21.2987	NA	NA	24.1206	30.2884	NA	NA	25.2242	NA	NA	22.1058	NA	67.6439	34.4845	26.9434	NA	36.604	21.1363	37.1181	36.5228	25.1602
O00116	AGPS	88.9842	79.114	88.8767	44.9119	77.1737	83.5535	102.484	99.98	75.5004	121.889	84.3324	95.7148	98.2992	93.7385	81.1642	43.4785	48.4924	74.705	69.4428	77.473	49.9476	60.6988	66.7649	58.7351	80.4869	64.5974	85.1842	109.518	86.6709	83.9983	87.766	87.6582	84.8248	88.9311	68.4742
O00139	KIF2A	176.087	204.978	213.69	224.776	198.101	240.059	195.541	198.852	199.552	101.224	140.244	156.58	231.615	218.681	250.663	264.709	233.565	239.221	156.44	188.829	240.003	257.568	220.158	256.168	227.486	238.097	129.339	196.82	86.1803	195.72	156.398	197.09	170.631	169.146	195.891
O00142	TK2	221.025	172.026	361.623	265.349	161.506	188.679	199.512	191.875	239.578	139.73	154.088	175.459	149.413	197.568	200.445	147.772	116.064	140.992	124.452	179.767	160.096	147.985	136.683	136.941	183.568	114.581	100.514	139.71	104.495	101.51	108.708	58.4082	214.787	194.417	103.736
O00148	DDX39A	21.0635	23.6621	22.2856	13.9467	28.2054	33.6007	19.581	17.8964	20.9235	38.2231	29.505	71.9589	NA	NA	NA	13.3688	11.409	35.2071	29.4744	16.3428	NA	16.1255	25.7831	13.9166	18.827	17.5863	145.293	47.0859	56.7536	27.9815	104.848	54.751	37.0031	70.3009	127.318
O00151	PDLIM1	NA	29.4926	NA	NA	18.6747	NA	18.9848	NA	NA	16.8284	76.1112	NA	47.5488	NA	NA	12.7944	12.2961	NA	NA	NA	NA	NA	22.5861	NA	26.2926	26.6909	NA	14.2865	69.6337	NA	61.6998	NA	NA	21.856	NA
O00154	ACOT7	149.388	137.315	340.699	257.324	117.618	239.849	291.018	181.496	164.043	385.259	407.978	315.113	545.133	202.658	278.458	757.864	739.158	548.402	407.811	351.243	471.062	473.386	476.602	482.162	543.802	570.206	200.147	237.427	99.5193	388.2	142.95	104.413	289.267	142.296	422.285
O00159	MYO1C	27.1928	31.4154	17.4877	37.4825	42.6643	34.1963	35.1059	55.9733	13.9762	NA	37.5659	52.483	55.7944	38.1885	36.2875	12.7914	46.2612	20.1175	NA	22.7662	23.4834	13.7239	28.6744	NA	12.4729	11.4054	46.9275	NA	46.7005	34.9526	25.8218	27.8652	37.9081	34.3022	NA
O00160	MYO1F	26.9614	33.5824	37.5573	40.9096	25.93	24.6331	28.3052	29.8254	13.8447	38.5494	24.9214	29.7348	45.6773	61.701	NA	29.211	16.6159	NA	23.0787	31.99	10.9681	NA	27.3025	NA	26.1764	NA	44.2702	23.6834	49.8287	29.407	38.329	NA	32.0445	27.1356	42.5994
O00161	SNAP23	54.7831	77.0621	53.2692	52.1354	65.2781	40.2005	47.3769	68.0725	56.9475	58.5725	59.0459	47.3898	87.4075	50.2492	67.1463	18.9363	21.3104	30.787	43.4431	45.9979	29.5867	33.6659	40.1448	19.961	38.8274	40.1111	57.0814	63.3227	54.211	37.8361	47.4822	54.3323	62.8373	55.4961	45.9466
O00165	HAX1	31.9668	31.8603	28.6819	44.6243	35.4523	32.9313	40.829	46.1784	41.2895	NA	23.5419	54.0823	29.8136	24.537	29.4622	35.4141	NA	30.5882	19.851	28.3815	30.7707	32.5233	NA	16.7972	29.0846	24.53	42.2197	37.3453	29.3243	26.7348	20.5254	30.7683	42.2414	63.2572	36.204
O00168	FXYD1	NA	15.544	30.4248	51.5766	41.5867	30.7329	38.628	37.8593	24.3132	55.1763	90.785	45.2744	NA	18.5979	67.4361	83.994	132.655	47.5894	54.1436	59.8273	89.1479	58.7738	74.0464	25.5532	67.0732	82.6141	14.805	26.248	NA	34.4573	8.66871	NA	20.0844	NA	NA
O00170	AIP	99.859	113.706	128.293	132.392	86.7743	106.768	110.252	112.761	97.4405	132.647	60.3232	72.3739	137.915	118.759	95.1769	95.5061	92.7619	77.8183	103.706	111.64	99.6917	98.1496	80.671	88.0673	95.8047	89.7968	134.28	90.3062	93.9597	142.822	166.069	96.416	122.607	134.927	137.684
O00178	GTPBP1	321.822	315.473	325.097	301.337	297.408	253.862	245.895	343.011	320.241	248.342	198.659	219.32	253.884	283.408	254.362	212.865	180.856	201.915	235.754	290.054	193.854	273.971	224.821	232.57	254.292	283.077	273.756	306.918	213.645	159.672	311.746	288.912	261.756	208.065	239.257
O00182	LGALS9	23.1208	33.5527	24.5463	NA	28.2904	26.5823	26.7752	37.115	25.3338	40.2156	16.1979	37.5344	52.3964	48.1829	30.641	7.27615	NA	32.4387	21.988	31.5045	NA	26.4029	15.7434	NA	26.2004	NA	32.0513	24.0764	30.8612	NA	27.6949	NA	36.2913	21.7443	29.4803
O00186	STXBP3	244.487	268.83	190.408	192.823	334.254	246.228	242.76	263.592	205.424	295.148	130.719	179.061	160.947	202.14	229.166	137.56	124.077	120.871	223.557	236.31	179.23	158.979	181.817	173.66	195.73	190.884	89.1933	311.463	136.458	157.685	145.724	162.6	170.612	164.33	90.461
O00192	ARVCF	98.4386	80.8821	41.6333	69.9577	155.225	97.7552	82.7992	170.278	97.4696	52.6616	41.5928	31.2194	47.0131	83.0142	98.2787	52.5457	38.849	47.2199	62.8879	61.6727	89.059	64.4908	53.6237	73.3133	76.9163	49.9516	33.5005	75.3798	68.4822	58.8759	61.5029	51.9108	48.1523	83.8869	32.9237
O00193	SMAP	19.553	24.4942	NA	31.0708	17.6685	NA	18.4987	NA	32.7858	27.4601	35.5597	NA	33.6031	NA	42.6408	36.2888	NA	27.7839	22.1389	23.2535	14.3993	NA	24.0572	NA	18.8816	NA	48.3229	NA	19.5691	NA	NA	35.9056	NA	34.6226	25.0564
O00194	RAB27B	46.4949	42.6343	58.0648	116.498	52.392	101.322	111.492	76.485	48.6914	49.5742	62.0286	133.372	70.6496	57.6902	72.6256	210.652	142.492	167.438	66.4059	84.8454	181.045	193	173.752	147.242	164.918	173.879	NA	145.228	NA	73.7926	NA	NA	66.3448	52.8621	69.8524
O00203	AP3B1	100.78	127.606	114.499	114.717	128.788	117.42	133.326	115.084	109.297	131.731	128.665	119.062	137.572	139.909	139.171	67.3547	65.5387	78.8179	99.1852	77.3487	84.4568	100.812	90.2181	81.669	89.3497	81.9009	187.346	121.279	133.438	125.148	163.079	130.754	113.882	155.656	180.622
O00213	APBB1	28.9019	46.7694	35.1206	57.4005	44.6773	51.9712	47.8915	87.0714	67.5506	22.2048	17.5898	33.7878	26.6921	34.4968	60.4294	67.3108	44.803	42.0966	23.7077	45.9697	49.846	60.5825	33.1369	39.7817	56.8151	43.8474	14.1825	63.5197	13.5714	31.3266	18.7375	NA	35.4166	NA	31.6384
O00217	NDUFS8	343.665	325.338	175.817	362.001	442.007	262.887	161.363	203.147	136.539	155.468	215.979	211.819	225.164	287.081	274.57	372.257	453.792	416.31	276.112	268.025	443.74	338.297	438.373	300.545	278.389	314.437	173.315	337.481	154.238	293.683	157.607	319.797	116.582	336.629	303.505
O00231	PSMD11	208.703	229.905	222.972	203.665	234.911	225.07	216.174	182.286	195.937	224.811	260.249	188.576	217.999	203.601	188.699	187.522	188.528	185.605	219.006	194.14	186.136	240.418	185.384	189.061	216.129	224.658	226.811	219.933	267.741	251.01	293.346	271.15	237.388	239.779	246.464
O00232	PSMD12	225.703	243.906	239.026	204.995	237.838	234.712	230.713	212.305	197.475	225.963	256.847	194.756	202.954	213.728	217.448	186.215	183.624	210.937	227.116	204.289	183.846	200.131	174.174	189.422	228.046	233.064	204.177	223.894	251.12	216.69	296.656	279.539	245.417	223.163	227.298
O00233	PSMD9	179.774	152.667	128.847	188.28	149.536	168.858	191.558	191.16	146.274	168.596	276.559	208.308	167.473	192.509	222.016	112.866	109.433	131.414	159.386	222.856	173.529	140.754	186.753	144.386	158.768	140.011	162.765	194.328	187.749	182.759	162.954	159.793	140.726	157.985	142.039
O00241	SIRPB1	NA	NA	NA	NA	NA	NA	99.0254	84.1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00244	ATOX1	171.575	119.985	190.105	190.899	152.403	154.243	160.985	192.305	121.446	184.316	282.879	195.699	335.019	172.59	180.634	157.775	150.485	157.817	235.199	245.082	118.534	217.138	162.743	111.431	157.581	130.227	129.351	103.001	136.914	168.981	256.231	281.243	227.978	103.612	124.586
O00255	MEN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.62708	NA	8.14617	NA	10.0631	NA	6.48667	NA	13.6869
O00258	GET1	152.416	101.499	137.583	94.2113	151.603	97.581	92.2429	106.376	74.1248	105.047	49.9321	105.916	60.4932	72.9448	76.8339	59.9195	62.5498	64.7815	67.3499	84.8819	66.4528	61.9172	57.4686	76.9352	97.7254	92.1024	68.3024	103.976	60.3226	78.8021	76.5542	NA	84.6311	68.5317	44.969
O00264	PGRMC1	871.047	648.259	621.727	560.19	965.747	796.873	703.211	560.983	909.655	963.009	712.914	1546.1	594.68	852.657	907.905	781.727	653.851	913.593	846.636	571.024	889.735	615.667	1046.71	932.301	981.123	878.15	320.051	1259.37	503.913	538.079	404.167	1211.76	924.186	525.826	811.283
O00267	SUPT5H	35.1362	40.6747	32.9399	42.92	39.7704	40.9804	37.3424	36.8369	45.1895	32.3407	38.2426	71.6705	45.7736	56.6973	33.7732	24.1227	21.9923	25.6573	38.3265	29.8339	34.6465	32.1783	38.3717	16.6456	35.2657	29.6824	66.5529	71.1834	62.3027	47.737	104.161	52.9637	41.4858	60.5147	68.0229
O00268	TAF4	7.72412	10.0598	NA	NA	11.5228	NA	12.9065	NA	NA	NA	NA	NA	NA	6.05768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.846	NA	NA	19.605	8.28534	NA	18.0876	NA
O00273	DFFA	101.213	78.1226	92.5841	93.2783	78.6073	76.6334	111.592	77.8091	104.9	79.5462	60.9333	57.1738	83.6986	93.1255	73.1612	69.3958	70.9741	56.6978	86.7448	109.741	84.3713	88.4164	81.1164	58.3807	74.5883	67.8457	54.2631	55.3305	73.813	104.952	66.0992	81.4385	83.7333	125.436	63.9335
O00291	HIP1	49.4432	65.5998	53.9836	22.5828	62.9828	56.5573	34.6967	61.975	53.2755	71.061	49.4415	79.7314	64.4929	54.1544	48.369	24.1975	49.6672	34.3164	72.9222	42.7256	38.3918	40.4244	41.0944	43.6968	45.0984	42.241	68.8455	65.714	64.6214	87.7059	73.5491	118.355	72.5549	93.5103	83.296
O00299	CLIC1	106.512	177.698	178.721	164.079	178.201	133.359	246.237	183.302	159.497	518.131	750.25	261.684	445.762	387.409	340.132	112.993	89.5402	176.103	257.866	166.957	120.095	127.784	214.582	163.39	137.012	115.036	1317.02	321.866	964.514	504.23	512.916	376.71	352.59	215.262	268.456
O00303	EIF3F	163.924	192.901	172.839	159.288	190.642	191.219	144.689	165.695	182.084	117.606	118.101	128.428	170.232	156.128	141.335	107.171	107.003	118.948	113.183	143.7	139.142	139.732	120.088	148.629	115.212	163.101	191.107	175.844	196.549	171.199	188.96	220.246	163.308	181.244	217.714
O00305	CACNB4	NA	NA	NA	NA	NA	5.89138	NA	NA	6.75747	NA	NA	NA	11.8248	NA	NA	21.7262	24.6709	15.3954	NA	NA	11.2781	11.526	12.9178	10.1764	11.1434	8.15057	NA	NA	NA	10.2699	NA	NA	3.83719	NA	8.83781
O00329	PIK3CD	NA	22.0585	NA	NA	29.3983	NA	32.5815	67.8899	NA	89.0418	NA	111.977	42.4944	144.483	78.7599	NA	NA	NA	56.9762	NA	NA	44.525	38.881	NA	54.5826	NA	NA	NA	71.2874	NA	39.7423	NA	89.3017	43.3223	NA
O00330	PDHX	143.989	140.478	309.888	303.837	133.606	155.598	140.02	173.111	280.337	96.2674	136.487	151.214	137.727	95.7928	149.182	239.684	227.153	192.475	140.618	138.679	232.625	176.926	180.031	186.018	178.099	150.3	160.058	145.29	49.5153	145.298	107.67	99.017	167.472	231.966	132.871
O00339	MATN2	172.077	121.203	67.8445	148.247	108.883	221.416	66.9711	201.794	76.5925	146.573	78.0025	39.6789	61.505	281.371	206.706	30.2701	NA	NA	57.0844	29.1173	37.4775	28.0802	57.1885	28.835	91.7941	25.3492	44.1764	46.6757	66.981	74.7364	38.358	44.4953	204.414	56.4521	NA
O00391	QSOX1	10.8255	10.2386	NA	13.3483	NA	18.1822	9.55269	NA	NA	NA	NA	38.7198	18.5235	NA	NA	10.2016	8.09018	NA	10.5989	NA	15.7172	16.8589	16.1164	NA	11.4781	18.4876	NA	16.7396	NA	7.05966	NA	18.0429	NA	10.0868	26.5286
O00399	DCTN6	96.7876	81.494	54.342	62.9177	65.6164	81.102	67.2188	83.0813	68.0326	86.8252	68.2144	98.2176	70.2873	103.113	101.125	56.4497	66.8646	49.2212	81.8925	87.9235	68.4206	64.7485	64.8378	68.241	64.7975	74.8067	47.8368	81.9919	50.4378	61.1313	51.8027	54.9252	60.3508	67.3393	57.2342
O00400	SLC33A1	46.4008	44.2324	27.8171	35.4453	60.6502	37.023	35.9096	48.2611	52.37	28.5087	33.6993	45.0269	41.7642	55.0117	52.856	15.43	22.1184	15.8601	34.0732	28.1289	22.4447	21.1316	31.3261	18.365	23.7435	18.9192	40.9131	38.4134	23.8482	31.4842	35.385	35.1094	45.0009	33.6239	35.1903
O00401	WASL	175.051	182.182	143.382	131.059	162.164	138.944	162.75	153.917	168.664	151.529	111.016	110.769	100.977	132.823	140.655	164.913	161.27	126.353	172.212	143.081	186.17	165.62	152.477	165.264	156.585	155.434	74.2261	95.5593	90.2578	140.676	129.089	96.0889	138.701	107.01	130.146
O00408	PDE2A	31.2793	38.7061	56.1339	89.1538	56.4415	104.355	103.246	64.8063	NA	40.5502	80.8786	59.7746	82.9387	56.9848	82.6419	283.594	183.716	166.735	84.9429	76.3645	150.223	147.604	128.565	142.877	160.45	168.833	NA	103.448	40.618	98.4891	52.8936	24.2307	57.9707	54.8116	67.772
O00410	IPO5	430.921	499.44	377.565	384.255	379.897	365.866	371.022	414.11	308.797	379.52	274.822	286.245	329.415	392.886	399.702	369.518	304.309	320.692	413.7	334.429	368.007	431.729	332.375	352.104	324.805	340.806	405.065	314.346	396.479	439.141	349.94	275.917	377.487	274.771	456.74
O00411	POLRMT	NA	19.6547	17.96	18.0208	16.034300000000002	NA	14.5268	14.4618	22.3591	23.1938	23.8615	NA	13.4786	NA	NA	NA	NA	15.4109	NA	NA	NA	8.49329	NA	NA	NA	15.6546	19.1711	NA	24.8171	26.0705	NA	18.6282	19.6671	31.4921	12.4112
O00422	SAP18	NA	64.6805	55.9693	42.022	77.9574	60.7088	51.1234	52.7403	70.787	59.4495	45.769	77.5333	60.1095	47.1503	NA	38.9696	NA	45.7739	39.5022	NA	41.1291	40.7734	NA	NA	52.1693	47.1053	139.024	135.797	80.4734	75.7483	105.53	90.5825	75.0125	72.3052	90.4165
O00423	EML1	39.9828	33.5186	38.0271	37.8993	49.4967	41.9171	39.0372	43.0717	NA	50.0718	33.7551	29.0967	41.6821	56.8111	44.3751	36.4394	37.3609	39.9851	42.2597	38.5073	43.8206	41.9029	36.7712	34.053	37.3148	28.6701	21.336	41.4408	74.0857	32.8307	40.6487	NA	42.1716	31.4663	NA
O00425	IGF2BP3	NA	NA	40.351	NA	NA	NA	NA	NA	16.3822	NA	NA	17.8357	14.2584	23.5649	NA	NA	NA	NA	21.8756	NA	NA	NA	NA	NA	NA	NA	71.2723	43.1929	56.3066	NA	27.162	102.046	NA	51.0935	55.9861
O00429	DNM1L	264.525	276.853	528.823	429.609	257.703	360.543	467.897	318.491	403.563	390.222	357.674	272.202	660.068	303.166	355.105	829.592	742.655	640.738	513.957	411.59	584.442	764.474	553.941	575.968	535.55	647.008	233.306	331.51	226.461	460.294	186.425	447.217	407.682	254.829	504.587
O00442	RTCA	93.0822	101.474	115.347	108.31	110.146	123.9	93.915	105.764	120.725	147.484	115.928	146.563	120.064	150.518	148.496	134.326	133.85	149.215	159.76	140.662	119.264	124.737	141.215	127.836	136.505	139.129	80.7878	113.813	92.1813	119.686	112.903	141.931	125.731	100.756	107.176
O00443	PIK3C2A	35.7039	48.279	17.6365	44.6166	52.5196	39.5383	22.1647	47.6038	35.9416	13.8534	38.7624	35.7623	26.1021	21.5254	37.7469	15.7017	19.1582	27.0278	27.6466	30.1437	31.502	29.407	28.7446	29.6348	22.5752	27.4779	21.0048	28.4444	25.7904	34.9437	23.7852	25.4256	33.2025	31.3788	32.4951
O00445	SYT5	165.144	82.9477	394.404	406.423	199.978	786.04	602.611	352.942	114.738	118.876	768.494	358.868	395.982	136.705	589.299	1656.06	1844.47	1274.24	515.845	425.304	784.146	1233.94	1335.58	931.076	1173.46	1289.9	NA	639.767	NA	781.07	226.678	44.8493	436.432	43.1892	889.704
O00451	GFRA2	NA	NA	NA	NA	NA	NA	15.8139	20.5616	NA	15.3604	17.2079	NA	NA	41.7385	44.6123	17.8799	21.6623	20.8813	16.1842	8.39302	NA	17.1926	26.8143	15.4462	26.4071	16.1133	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00459	PIK3R2	23.3398	19.3112	NA	21.354	22.8567	22.0107	18.1922	NA	16.5199	10.2952	11.9755	16.608	29.9207	NA	12.9749	11.7361	9.05302	11.135	14.9827	10.045	17.0537	19.9572	NA	11.1141	15.8313	23.5432	27.2378	10.2596	NA	21.7961	26.7531	24.204	27.5669	27.8548	NA
O00461	GOLIM4	79.4664	53.4282	56.5826	60.5354	63.6963	42.8001	51.2975	42.7107	67.1732	38.2255	37.0464	45.6908	55.316	67.1076	34.9871	11.8199	24.5647	15.121	25.313	23.8387	25.8922	15.7191	23.2231	34.8973	34.838	32.246	78.3165	48.1201	90.8166	32.4803	56.7958	41.6594	44.4546	53.7452	40.45
O00462	MANBA	NA	NA	11.883	NA	NA	NA	15.9941	26.0888	NA	20.3976	NA	31.5478	NA	17.2477	26.5588	NA	NA	21.2256	NA	NA	NA	NA	16.4256	NA	NA	NA	NA	NA	NA	14.5242	18.3639	12.6446	15.8044	16.0471	NA
O00468	AGRN	74.6497	68.1214	73.7308	92.3464	84.425	72.9338	91.6366	80.6354	58.0456	59.0682	67.5786	130.034	84.347	99.3945	83.674	58.3566	49.1776	78.7996	68.3234	63.6671	81.8348	74.4136	77.4761	55.3561	63.8689	54.1436	129.498	81.5503	154.501	177.505	147.78	206.5	170.739	101.985	112.921
O00469	PLOD2	13.413	17.9181	14.2473	19.258	21.5781	20.7601	5.77349	23.8197	35.0943	41.7208	113.264	48.2275	49.8507	31.5591	41.3777	36.0024	NA	23.7955	20.8283	6.99687	NA	12.9074	31.3009	NA	18.3545	13.1263	91.5184	95.8435	65.4276	57.5314	92.4472	33.8114	35.7506	21.648	65.086
O00471	EXOC5	81.1419	91.7388	73.8147	92.4539	88.8623	94.3925	93.8393	104.483	77.1336	88.359	68.211	75.4337	112.529	104.509	98.1163	99.3944	81.6769	83.1265	85.5574	80.7082	84.7497	94.076	85.337	95.6824	95.6833	97.3671	65.5962	81.6189	81.5078	93.6067	74.7946	82.5647	88.6312	70.097	67.4404
O00478	BTN3A3	162.218	172.697	176.328	139.613	212.877	141.054	232.08	267.221	129.067	191.428	79.6549	132.639	428.216	161.339	228.563	124.764	90.2254	111.693	177.599	178.067	176.493	124.727	101.318	119.206	193.15	103.161	89.3861	152.146	90.813	111.427	65.8393	68.4277	124.173	94.359	73.0081
O00479	HMGN4	4.16254	5.41373	5.84936	10.8599	13.703	12.5089	NA	16.9634	17.3634	10.4591	6.31941	NA	12.0012	NA	5.54422	4.28776	2.29668	NA	6.64955	8.91433	NA	12.8393	5.4957	NA	5.23675	NA	4.0108	7.44946	4.03841	14.3059	NA	5.46217	NA	NA	NA
O00483	NDUFA4	644.639	585.504	669.285	740.369	767.235	874.429	623.464	610.182	961.813	457.214	300.973	689.695	584.576	557.888	497.735	994.86	762.431	732.648	580.182	581.531	711.899	710.057	905.9	887.032	831.403	788.461	339.11	781.853	343.133	726.43	452.974	718.378	617.536	160.327	686.961
O00487	PSMD14	255.623	284.933	270.647	244.245	254.724	272.192	235.448	229.959	198.803	235.951	273.096	213.591	255.688	212.478	228.612	225.342	203.306	236.785	246.654	218.565	208.052	262.354	209.781	206.964	259.961	192.953	244.685	259.163	290.105	288.215	330.519	307.403	279.791	287.644	301.336
O00499	BIN1	230.922	282.169	415.463	454.138	243.687	370.296	455.557	344.657	280.09	1170.77	463.633	752.256	460.825	555.747	484.956	802.574	904.688	799.818	838.791	617.198	771.824	679.464	1137.26	680.377	578.769	700.3	135.484	439.668	233.567	459.656	192.618	127.959	451.141	181.482	405.486
O00501	CLDN5	NA	NA	NA	43.7033	32.1124	NA	31.8454	49.5797	NA	NA	NA	NA	NA	NA	16.2531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.5388	NA	NA	NA	NA	80.6052	NA	NA	NA
O00505	KPNA3	145.234	164.345	146.576	120.341	168.624	146.189	120.693	142.196	154.323	91.8497	82.364	96.58	126.674	140.677	104.457	125.521	100.037	110.692	128.41	117.709	108.511	102.391	88.8324	137.023	131.549	147.469	87.8999	170.614	95.9012	120.225	127.527	123.792	118.553	95.2171	160.127
O00506	STK25	18.748	23.4942	28.9498	19.5064	21.8285	22.3489	27.5742	25.8797	NA	35.1293	NA	NA	NA	NA	NA	29.1177	25.9637	NA	NA	NA	NA	NA	NA	NA	26.6553	19.2977	NA	NA	NA	NA	20.2617	NA	NA	NA	NA
